Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Bhutan,1247,1.0,1101,145,,1.0,731572.0,939246.0,778893.0,26,0.0,34,-8,2021-05-12 07:20:00+00:00
Antigua and Barbuda,1238,32.0,1178,28,4.0,324.0,16700.0,169328.0,98625.0,1,0.0,8,-7,2021-05-12 07:20:00+00:00
Taiwan,1231,12.0,1097,122,,0.5,571259.0,23948.0,23853843.0,32,0.0,8,24,2021-05-12 07:20:00+00:00
St. Barth,974,1.0,462,511,,101.0,26385.0,2664344.0,9903.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Diamond Princess,712,13.0,699,0,,,,,,0,0.0,0,0,2021-05-12 07:20:00+00:00
Faeroe Islands,669,1.0,662,6,,20.0,257843.0,5259633.0,49023.0,1,0.0,0,1,2021-05-12 07:20:00+00:00
Cayman Islands,548,2.0,537,9,,30.0,91940.0,1384972.0,66384.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Tanzania,509,21.0,183,305,7.0,0.3,,,61183891.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Wallis and Futuna,445,7.0,44,394,1.0,632.0,17264.0,1559671.0,11069.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Brunei,230,3.0,218,9,,7.0,122292.0,277261.0,441072.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
British Virgin Islands,219,1.0,193,25,,33.0,39777.0,1308282.0,30404.0,3,0.0,2,1,2021-05-12 07:20:00+00:00
Dominica,175,,175,0,,,15546.0,215498.0,72140.0,0,,0,0,2021-05-12 07:20:00+00:00
Grenada,160,1.0,158,1,,9.0,26331.0,233078.0,112971.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Fiji,152,3.0,101,48,,3.0,66605.0,73840.0,902022.0,13,0.0,3,10,2021-05-12 07:20:00+00:00
New Caledonia,124,,58,66,,,31166.0,108271.0,287852.0,0,,0,0,2021-05-12 07:20:00+00:00
Anguilla,109,,89,20,,,21630.0,1430745.0,15118.0,10,,40,-30,2021-05-12 07:20:00+00:00
Falkland Islands,63,,63,0,,,7258.0,2035334.0,3566.0,0,,0,0,2021-05-12 07:20:00+00:00
Macao,49,,49,0,,,4483.0,6824.0,656918.0,0,,0,0,2021-05-12 07:20:00+00:00
Saint Kitts and Nevis,45,,44,1,,,13691.0,255801.0,53522.0,0,,0,0,2021-05-12 07:20:00+00:00
Greenland,31,,31,0,,,20669.0,363539.0,56855.0,0,,0,0,2021-05-12 07:20:00+00:00
Vatican City,27,,15,12,,,,,803.0,0,,0,0,2021-05-12 07:20:00+00:00
Saint Pierre Miquelon,25,,25,0,,,5318.0,921664.0,5770.0,0,,0,0,2021-05-12 07:20:00+00:00
Montserrat,20,1.0,19,0,,200.0,1313.0,262863.0,4995.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Solomon Islands,20,,20,0,,,4500.0,6417.0,701257.0,0,,0,0,2021-05-12 07:20:00+00:00
Western Sahara,10,1.0,8,1,,2.0,,,609870.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
MS Zaandam,9,2.0,7,0,,,,,,0,0.0,0,0,2021-05-12 07:20:00+00:00
Vanuatu,4,1.0,3,0,,3.0,23000.0,73419.0,313272.0,0,0.0,0,0,2021-05-12 07:20:00+00:00
Marshall Islands,4,,4,0,,,,,59533.0,0,,0,0,2021-05-12 07:20:00+00:00
Samoa,3,,2,1,,,,,199546.0,0,,0,0,2021-05-12 07:20:00+00:00
Saint Helena,2,,2,0,,,,,6093.0,0,,0,0,2021-05-12 07:20:00+00:00
Micronesia,1,,1,0,,,,,116057.0,0,,0,0,2021-05-12 07:20:00+00:00
