Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Bhutan,1322,1.0,1186,135,,1.0,754735.0,968783.0,779055.0,26,0.0,9,17,2021-05-19 15:56:00+00:00
Mauritius,1288,17.0,1145,126,,13.0,358675.0,281618.0,1273623.0,1,0.0,0,1,2021-05-19 15:56:00+00:00
Antigua and Barbuda,1251,42.0,1182,27,4.0,426.0,16700.0,169303.0,98640.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
St. Barth,974,1.0,462,511,,101.0,26385.0,2664344.0,9903.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Diamond Princess,712,13.0,699,0,,,,,,0,0.0,0,0,2021-05-19 15:56:00+00:00
Faeroe Islands,670,1.0,667,2,,20.0,260878.0,5321217.0,49026.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Cayman Islands,565,2.0,547,16,,30.0,93583.0,1409425.0,66398.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Tanzania,509,21.0,183,305,7.0,0.3,,,61216562.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Wallis and Futuna,445,7.0,436,2,1.0,633.0,17264.0,1560235.0,11065.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
British Virgin Islands,248,1.0,209,38,,33.0,39777.0,1308110.0,30408.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Brunei,235,3.0,222,10,,7.0,123643.0,280273.0,441152.0,3,0.0,2,1,2021-05-19 15:56:00+00:00
Dominica,184,,176,8,,,16134.0,223639.0,72143.0,6,,0,6,2021-05-19 15:56:00+00:00
Fiji,178,4.0,119,55,,4.0,73292.0,81242.0,902146.0,4,0.0,0,4,2021-05-19 15:56:00+00:00
Grenada,161,1.0,160,0,,9.0,28684.0,253883.0,112981.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
New Caledonia,125,,58,67,,,32332.0,112301.0,287905.0,1,,0,1,2021-05-19 15:56:00+00:00
Anguilla,109,,95,14,,,21728.0,1437037.0,15120.0,0,,0,0,2021-05-19 15:56:00+00:00
Falkland Islands,63,,63,0,,,7258.0,2034193.0,3568.0,0,,0,0,2021-05-19 15:56:00+00:00
Macao,50,,49,1,,,4483.0,6823.0,657087.0,0,,0,0,2021-05-19 15:56:00+00:00
Saint Kitts and Nevis,45,,45,0,,,14008.0,261690.0,53529.0,0,,0,0,2021-05-19 15:56:00+00:00
Greenland,34,,32,2,,,23980.0,421760.0,56857.0,3,,1,2,2021-05-19 15:56:00+00:00
Vatican City,27,,27,0,,,,,803.0,0,,12,-12,2021-05-19 15:56:00+00:00
Saint Pierre Miquelon,25,,25,0,,,5318.0,921824.0,5769.0,0,,0,0,2021-05-19 15:56:00+00:00
Montserrat,20,1.0,19,0,,200.0,1408.0,281882.0,4995.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Solomon Islands,20,,20,0,,,4500.0,6414.0,701580.0,0,,0,0,2021-05-19 15:56:00+00:00
Western Sahara,10,1.0,8,1,,2.0,,,610152.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
MS Zaandam,9,2.0,7,0,,,,,,0,0.0,0,0,2021-05-19 15:56:00+00:00
Vanuatu,4,1.0,3,0,,3.0,23000.0,73386.0,313410.0,0,0.0,0,0,2021-05-19 15:56:00+00:00
Marshall Islands,4,,4,0,,,,,59541.0,0,,0,0,2021-05-19 15:56:00+00:00
Samoa,3,,3,0,,,,,199571.0,0,,1,-1,2021-05-19 15:56:00+00:00
Saint Helena,2,,2,0,,,,,6093.0,0,,0,0,2021-05-19 15:56:00+00:00
Micronesia,1,,1,0,,,,,116080.0,0,,0,0,2021-05-19 15:56:00+00:00
