Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,Serious,Deaths1Mpop,TotalTests,Tests1Mpop,Population,NewCases,NewDeaths,NewRecovered,NewActive,LastUpdated
Taiwan,1160,12.0,1074,74,,0.5,555429.0,23285.0,23853021.0,7,0.0,7,0,2021-05-05 14:02:00+00:00
Bhutan,1144,1.0,1017,126,,1.0,718273.0,922363.0,778731.0,25,0.0,18,7,2021-05-05 14:02:00+00:00
Laos,1072,,99,973,,,181670.0,24670.0,7363954.0,46,,39,7,2021-05-05 14:02:00+00:00
St. Barth,974,1.0,462,511,,101.0,26385.0,2664613.0,9902.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Diamond Princess,712,13.0,699,0,,,,,,0,0.0,0,0,2021-05-05 14:02:00+00:00
Faeroe Islands,668,1.0,662,5,,20.0,254495.0,5191762.0,49019.0,4,0.0,0,4,2021-05-05 14:02:00+00:00
Cayman Islands,545,2.0,533,10,,30.0,90620.0,1365396.0,66369.0,2,0.0,7,-5,2021-05-05 14:02:00+00:00
Tanzania,509,21.0,183,305,7.0,0.3,,,61151220.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Wallis and Futuna,444,7.0,44,393,1.0,632.0,15256.0,1377766.0,11073.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Brunei,228,3.0,218,7,,7.0,121565.0,275663.0,440992.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
British Virgin Islands,216,1.0,191,24,,33.0,39777.0,1308454.0,30400.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Dominica,174,,172,2,,,14936.0,207053.0,72136.0,0,,0,0,2021-05-05 14:02:00+00:00
Grenada,160,1.0,158,1,,9.0,26331.0,233098.0,112961.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Fiji,125,2.0,84,39,,2.0,56266.0,62386.0,901898.0,4,0.0,16,-12,2021-05-05 14:02:00+00:00
New Caledonia,124,,58,66,,,31166.0,108290.0,287800.0,0,,0,0,2021-05-05 14:02:00+00:00
Anguilla,95,,29,66,,,20821.0,1377506.0,15115.0,0,,0,0,2021-05-05 14:02:00+00:00
Falkland Islands,63,,62,1,,,7202.0,2020763.0,3564.0,0,,0,0,2021-05-05 14:02:00+00:00
Macao,49,,49,0,,,4483.0,6826.0,656748.0,0,,0,0,2021-05-05 14:02:00+00:00
Saint Kitts and Nevis,45,,44,1,,,13691.0,255835.0,53515.0,0,,0,0,2021-05-05 14:02:00+00:00
Greenland,31,,31,0,,,20669.0,363552.0,56853.0,0,,0,0,2021-05-05 14:02:00+00:00
Vatican City,27,,15,12,,,,,803.0,0,,0,0,2021-05-05 14:02:00+00:00
Saint Pierre Miquelon,25,,25,0,,,5318.0,921664.0,5770.0,0,,0,0,2021-05-05 14:02:00+00:00
Montserrat,20,1.0,19,0,,200.0,1313.0,262863.0,4995.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Solomon Islands,20,,20,0,,,4500.0,6420.0,700934.0,0,,0,0,2021-05-05 14:02:00+00:00
Western Sahara,10,1.0,8,1,,2.0,,,609589.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
MS Zaandam,9,2.0,7,0,,,,,,0,0.0,0,0,2021-05-05 14:02:00+00:00
Vanuatu,4,1.0,3,0,,3.0,23000.0,73451.0,313134.0,0,0.0,0,0,2021-05-05 14:02:00+00:00
Marshall Islands,4,,4,0,,,,,59525.0,0,,0,0,2021-05-05 14:02:00+00:00
Samoa,3,,2,1,,,,,199521.0,0,,0,0,2021-05-05 14:02:00+00:00
Saint Helena,2,,2,0,,,,,6092.0,0,,0,0,2021-05-05 14:02:00+00:00
Micronesia,1,,1,0,,,,,116034.0,0,,0,0,2021-05-05 14:02:00+00:00
